Nama_Tanaman,Kecamatan,pH_Tanah,Suhu_C,Curah_Hujan_mm,Elevasi_mdpl,Ketersediaan_Air,Intensitas_Matahari_jam,Nama_Varietas
Cabe Besar,Nisam,5.6,26.5,1947.0,31.0,Tinggi,6260.940264934119,Laris F1
Cabe Besar,Nisam Antara,5.47,25.2,2181.0,459.0,Tinggi,6531.929958764356,Laris F1
Cabe Besar,Banda Baro,5.62,26.4,1986.0,35.0,Tinggi,4782.049970056818,Laris F1
Cabe Besar,Kuta Makmur,5.67,26.3,2061.0,141.0,Tinggi,6546.841915671623,Laris F1
Cabe Besar,Simpang Keramat,5.59,26.1,2152.0,165.0,Tinggi,6529.369338072287,Laris F1
Cabe Besar,Syamtalira Bayu,5.59,26.4,1951.0,20.0,Sedang,613.0438090018905,Laris F1
Cabe Besar,Geureudong Pase,5.4,24.2,2267.0,477.0,Tinggi,6534.342143515329,Laris F1
Cabe Besar,Meurah Mulia,5.54,26.6,2084.0,18.0,Sedang,6465.604140110678,Laris F1
Cabe Besar,Matangkuli,5.45,26.7,2130.0,12.0,Sedang,6664.206495020433,Laris F1
Cabe Besar,Paya Bakong,5.29,25.7,2263.0,81.0,Sedang,6609.990728501922,Laris F1
Cabe Besar,Pirak Timu,5.15,26.3,2111.0,13.0,Sedang,6649.062535244791,Laris F1
Cabe Besar,Cot Girek,5.17,25.6,2404.0,124.0,Sedang,6607.476077383149,Laris F1
Cabe Besar,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,Rendah,6328.60527414451,Laris F1
Cabe Besar,Langkahan,5.1,25.8,2429.0,71.0,Sedang,6647.226653775745,Laris F1
Cabe Besar,Seunuddon,6.09,27.2,2056.0,4.0,Rendah,4279.258827435522,Laris F1
Cabe Besar,Baktiya,5.37,27.0,2091.0,11.0,Rendah,6742.96132966782,Laris F1
Cabe Besar,Baktiya Barat,5.77,27.1,2006.0,4.0,Rendah,6735.472882415625,Laris F1
Cabe Besar,Lhoksukon,5.22,26.9,2091.0,12.0,Rendah,6692.166862982599,Laris F1
Cabe Besar,Tanah Luas,5.49,25.2,2200.0,239.0,Sedang,6589.066733734791,Laris F1
Cabe Besar,Nibong,5.51,26.7,2127.0,17.0,Rendah,6657.875043215222,Laris F1
Cabe Besar,Samudera,5.7,26.7,1999.0,7.0,Rendah,1269.349319014881,Laris F1
Cabe Besar,Syamtalira Aron,5.64,26.7,2000.0,5.0,Rendah,2552.2023541894946,Laris F1
Cabe Besar,Tanah Pasir,5.9,,1979.0,5.0,Rendah,0.0,Laris F1
Cabe Besar,Lapang,6.05,27.1,2022.0,4.0,Rendah,1720.9210209773937,Laris F1
Cabe Besar,Muara Batu,5.71,,1941.0,10.0,Sedang,0.0,Laris F1
Cabe Besar,Dewantara,5.72,,1932.0,9.0,Sedang,0.0,Laris F1
Tomat,Sawang,5.42,25.0,2200.0,381.0,Tinggi,6126.960694028188,Servo F1
Tomat,Nisam,5.6,26.5,1947.0,31.0,Tinggi,6260.940264934119,Servo F1
Tomat,Nisam Antara,5.47,25.2,2181.0,459.0,Tinggi,6531.929958764356,Servo F1
Tomat,Banda Baro,5.62,26.4,1986.0,35.0,Tinggi,4782.049970056818,Servo F1
Tomat,Kuta Makmur,5.67,26.3,2061.0,141.0,Tinggi,6546.841915671623,Servo F1
Tomat,Simpang Keramat,5.59,26.1,2152.0,165.0,Tinggi,6529.369338072287,Servo F1
Tomat,Syamtalira Bayu,5.59,26.4,1951.0,20.0,Sedang,613.0438090018905,Servo F1
Tomat,Geureudong Pase,5.4,24.2,2267.0,477.0,Tinggi,6534.342143515329,Servo F1
Tomat,Meurah Mulia,5.54,26.6,2084.0,18.0,Sedang,6465.604140110678,Servo F1
Tomat,Matangkuli,5.45,26.7,2130.0,12.0,Sedang,6664.206495020433,Servo F1
Tomat,Paya Bakong,5.29,25.7,2263.0,81.0,Sedang,6609.990728501922,Servo F1
Tomat,Pirak Timu,5.15,26.3,2111.0,13.0,Sedang,6649.062535244791,Servo F1
Tomat,Cot Girek,5.17,25.6,2404.0,124.0,Sedang,6607.476077383149,Servo F1
Tomat,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,Rendah,6328.60527414451,Servo F1
Tomat,Langkahan,5.1,25.8,2429.0,71.0,Sedang,6647.226653775745,Servo F1
Tomat,Seunuddon,6.09,27.2,2056.0,4.0,Rendah,4279.258827435522,Servo F1
Tomat,Baktiya,5.37,27.0,2091.0,11.0,Rendah,6742.96132966782,Servo F1
Tomat,Baktiya Barat,5.77,27.1,2006.0,4.0,Rendah,6735.472882415625,Servo F1
Tomat,Lhoksukon,5.22,26.9,2091.0,12.0,Rendah,6692.166862982599,Servo F1
Tomat,Tanah Luas,5.49,25.2,2200.0,239.0,Sedang,6589.066733734791,Servo F1
Tomat,Nibong,5.51,26.7,2127.0,17.0,Rendah,6657.875043215222,Servo F1
Tomat,Samudera,5.7,26.7,1999.0,7.0,Rendah,1269.349319014881,Servo F1
Tomat,Syamtalira Aron,5.64,26.7,2000.0,5.0,Rendah,2552.2023541894946,Servo F1
Tomat,Tanah Pasir,5.9,,1979.0,5.0,Rendah,0.0,Servo F1
Tomat,Lapang,6.05,27.1,2022.0,4.0,Rendah,1720.9210209773937,Servo F1
Tomat,Muara Batu,5.71,,1941.0,10.0,Sedang,0.0,Servo F1
Tomat,Dewantara,5.72,,1932.0,9.0,Sedang,0.0,Servo F1
Tomat,Sawang,5.42,25.0,2200.0,381.0,Tinggi,6126.960694028188,Ratna
Tomat,Nisam,5.6,26.5,1947.0,31.0,Tinggi,6260.940264934119,Ratna
Tomat,Nisam Antara,5.47,25.2,2181.0,459.0,Tinggi,6531.929958764356,Ratna
Tomat,Banda Baro,5.62,26.4,1986.0,35.0,Tinggi,4782.049970056818,Ratna
Tomat,Kuta Makmur,5.67,26.3,2061.0,141.0,Tinggi,6546.841915671623,Ratna
Tomat,Simpang Keramat,5.59,26.1,2152.0,165.0,Tinggi,6529.369338072287,Ratna
Tomat,Syamtalira Bayu,5.59,26.4,1951.0,20.0,Sedang,613.0438090018905,Ratna
Tomat,Geureudong Pase,5.4,24.2,2267.0,477.0,Tinggi,6534.342143515329,Ratna
Tomat,Meurah Mulia,5.54,26.6,2084.0,18.0,Sedang,6465.604140110678,Ratna
Tomat,Matangkuli,5.45,26.7,2130.0,12.0,Sedang,6664.206495020433,Ratna
Tomat,Paya Bakong,5.29,25.7,2263.0,81.0,Sedang,6609.990728501922,Ratna
Tomat,Pirak Timu,5.15,26.3,2111.0,13.0,Sedang,6649.062535244791,Ratna
Tomat,Cot Girek,5.17,25.6,2404.0,124.0,Sedang,6607.476077383149,Ratna
Tomat,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,Rendah,6328.60527414451,Ratna
Tomat,Langkahan,5.1,25.8,2429.0,71.0,Sedang,6647.226653775745,Ratna
Tomat,Seunuddon,6.09,27.2,2056.0,4.0,Rendah,4279.258827435522,Ratna
Tomat,Baktiya,5.37,27.0,2091.0,11.0,Rendah,6742.96132966782,Ratna
Tomat,Baktiya Barat,5.77,27.1,2006.0,4.0,Rendah,6735.472882415625,Ratna
Tomat,Lhoksukon,5.22,26.9,2091.0,12.0,Rendah,6692.166862982599,Ratna
Tomat,Tanah Luas,5.49,25.2,2200.0,239.0,Sedang,6589.066733734791,Ratna
Tomat,Nibong,5.51,26.7,2127.0,17.0,Rendah,6657.875043215222,Ratna
Tomat,Samudera,5.7,26.7,1999.0,7.0,Rendah,1269.349319014881,Ratna
Tomat,Syamtalira Aron,5.64,26.7,2000.0,5.0,Rendah,2552.2023541894946,Ratna
Tomat,Tanah Pasir,5.9,,1979.0,5.0,Rendah,0.0,Ratna
Tomat,Lapang,6.05,27.1,2022.0,4.0,Rendah,1720.9210209773937,Ratna
Tomat,Muara Batu,5.71,,1941.0,10.0,Sedang,0.0,Ratna
Tomat,Dewantara,5.72,,1932.0,9.0,Sedang,0.0,Ratna
Tomat,Sawang,5.42,25.0,2200.0,381.0,Tinggi,6126.960694028188,Intan
Tomat,Nisam,5.6,26.5,1947.0,31.0,Tinggi,6260.940264934119,Intan
Tomat,Nisam Antara,5.47,25.2,2181.0,459.0,Tinggi,6531.929958764356,Intan
Tomat,Banda Baro,5.62,26.4,1986.0,35.0,Tinggi,4782.049970056818,Intan
Tomat,Kuta Makmur,5.67,26.3,2061.0,141.0,Tinggi,6546.841915671623,Intan
Tomat,Simpang Keramat,5.59,26.1,2152.0,165.0,Tinggi,6529.369338072287,Intan
Tomat,Syamtalira Bayu,5.59,26.4,1951.0,20.0,Sedang,613.0438090018905,Intan
Tomat,Geureudong Pase,5.4,24.2,2267.0,477.0,Tinggi,6534.342143515329,Intan
Tomat,Meurah Mulia,5.54,26.6,2084.0,18.0,Sedang,6465.604140110678,Intan
Tomat,Matangkuli,5.45,26.7,2130.0,12.0,Sedang,6664.206495020433,Intan
Tomat,Paya Bakong,5.29,25.7,2263.0,81.0,Sedang,6609.990728501922,Intan
Tomat,Pirak Timu,5.15,26.3,2111.0,13.0,Sedang,6649.062535244791,Intan
Tomat,Cot Girek,5.17,25.6,2404.0,124.0,Sedang,6607.476077383149,Intan
Tomat,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,Rendah,6328.60527414451,Intan
Tomat,Langkahan,5.1,25.8,2429.0,71.0,Sedang,6647.226653775745,Intan
Tomat,Seunuddon,6.09,27.2,2056.0,4.0,Rendah,4279.258827435522,Intan
Tomat,Baktiya,5.37,27.0,2091.0,11.0,Rendah,6742.96132966782,Intan
Tomat,Baktiya Barat,5.77,27.1,2006.0,4.0,Rendah,6735.472882415625,Intan
Tomat,Lhoksukon,5.22,26.9,2091.0,12.0,Rendah,6692.166862982599,Intan
Tomat,Tanah Luas,5.49,25.2,2200.0,239.0,Sedang,6589.066733734791,Intan
Tomat,Nibong,5.51,26.7,2127.0,17.0,Rendah,6657.875043215222,Intan
Tomat,Samudera,5.7,26.7,1999.0,7.0,Rendah,1269.349319014881,Intan
Tomat,Syamtalira Aron,5.64,26.7,2000.0,5.0,Rendah,2552.2023541894946,Intan
Tomat,Tanah Pasir,5.9,,1979.0,5.0,Rendah,0.0,Intan
Tomat,Lapang,6.05,27.1,2022.0,4.0,Rendah,1720.9210209773937,Intan
Tomat,Muara Batu,5.71,,1941.0,10.0,Sedang,0.0,Intan
Tomat,Dewantara,5.72,,1932.0,9.0,Sedang,0.0,Intan
Semangka,Sawang,5.42,25.0,2200.0,381.0,Tinggi,6126.960694028188,Crimson Sweet
Semangka,Nisam,5.6,26.5,1947.0,31.0,Tinggi,6260.940264934119,Crimson Sweet
Semangka,Nisam Antara,5.47,25.2,2181.0,459.0,Tinggi,6531.929958764356,Crimson Sweet
Semangka,Banda Baro,5.62,26.4,1986.0,35.0,Tinggi,4782.049970056818,Crimson Sweet
Semangka,Kuta Makmur,5.67,26.3,2061.0,141.0,Tinggi,6546.841915671623,Crimson Sweet
Semangka,Simpang Keramat,5.59,26.1,2152.0,165.0,Tinggi,6529.369338072287,Crimson Sweet
Semangka,Syamtalira Bayu,5.59,26.4,1951.0,20.0,Sedang,613.0438090018905,Crimson Sweet
Semangka,Geureudong Pase,5.4,24.2,2267.0,477.0,Tinggi,6534.342143515329,Crimson Sweet
Semangka,Meurah Mulia,5.54,26.6,2084.0,18.0,Sedang,6465.604140110678,Crimson Sweet
Semangka,Matangkuli,5.45,26.7,2130.0,12.0,Sedang,6664.206495020433,Crimson Sweet
Semangka,Paya Bakong,5.29,25.7,2263.0,81.0,Sedang,6609.990728501922,Crimson Sweet
Semangka,Pirak Timu,5.15,26.3,2111.0,13.0,Sedang,6649.062535244791,Crimson Sweet
Semangka,Cot Girek,5.17,25.6,2404.0,124.0,Sedang,6607.476077383149,Crimson Sweet
Semangka,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,Rendah,6328.60527414451,Crimson Sweet
Semangka,Langkahan,5.1,25.8,2429.0,71.0,Sedang,6647.226653775745,Crimson Sweet
Semangka,Seunuddon,6.09,27.2,2056.0,4.0,Rendah,4279.258827435522,Crimson Sweet
Semangka,Baktiya,5.37,27.0,2091.0,11.0,Rendah,6742.96132966782,Crimson Sweet
Semangka,Baktiya Barat,5.77,27.1,2006.0,4.0,Rendah,6735.472882415625,Crimson Sweet
Semangka,Lhoksukon,5.22,26.9,2091.0,12.0,Rendah,6692.166862982599,Crimson Sweet
Semangka,Tanah Luas,5.49,25.2,2200.0,239.0,Sedang,6589.066733734791,Crimson Sweet
Semangka,Nibong,5.51,26.7,2127.0,17.0,Rendah,6657.875043215222,Crimson Sweet
Semangka,Samudera,5.7,26.7,1999.0,7.0,Rendah,1269.349319014881,Crimson Sweet
Semangka,Syamtalira Aron,5.64,26.7,2000.0,5.0,Rendah,2552.2023541894946,Crimson Sweet
Semangka,Tanah Pasir,5.9,,1979.0,5.0,Rendah,0.0,Crimson Sweet
Semangka,Lapang,6.05,27.1,2022.0,4.0,Rendah,1720.9210209773937,Crimson Sweet
Semangka,Muara Batu,5.71,,1941.0,10.0,Sedang,0.0,Crimson Sweet
Semangka,Dewantara,5.72,,1932.0,9.0,Sedang,0.0,Crimson Sweet
Semangka,Sawang,5.42,25.0,2200.0,381.0,Tinggi,6126.960694028188,Sugar Baby
Semangka,Nisam,5.6,26.5,1947.0,31.0,Tinggi,6260.940264934119,Sugar Baby
Semangka,Nisam Antara,5.47,25.2,2181.0,459.0,Tinggi,6531.929958764356,Sugar Baby
Semangka,Banda Baro,5.62,26.4,1986.0,35.0,Tinggi,4782.049970056818,Sugar Baby
Semangka,Kuta Makmur,5.67,26.3,2061.0,141.0,Tinggi,6546.841915671623,Sugar Baby
Semangka,Simpang Keramat,5.59,26.1,2152.0,165.0,Tinggi,6529.369338072287,Sugar Baby
Semangka,Syamtalira Bayu,5.59,26.4,1951.0,20.0,Sedang,613.0438090018905,Sugar Baby
Semangka,Geureudong Pase,5.4,24.2,2267.0,477.0,Tinggi,6534.342143515329,Sugar Baby
Semangka,Meurah Mulia,5.54,26.6,2084.0,18.0,Sedang,6465.604140110678,Sugar Baby
Semangka,Matangkuli,5.45,26.7,2130.0,12.0,Sedang,6664.206495020433,Sugar Baby
Semangka,Paya Bakong,5.29,25.7,2263.0,81.0,Sedang,6609.990728501922,Sugar Baby
Semangka,Pirak Timu,5.15,26.3,2111.0,13.0,Sedang,6649.062535244791,Sugar Baby
Semangka,Cot Girek,5.17,25.6,2404.0,124.0,Sedang,6607.476077383149,Sugar Baby
Semangka,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,Rendah,6328.60527414451,Sugar Baby
Semangka,Langkahan,5.1,25.8,2429.0,71.0,Sedang,6647.226653775745,Sugar Baby
Semangka,Seunuddon,6.09,27.2,2056.0,4.0,Rendah,4279.258827435522,Sugar Baby
Semangka,Baktiya,5.37,27.0,2091.0,11.0,Rendah,6742.96132966782,Sugar Baby
Semangka,Baktiya Barat,5.77,27.1,2006.0,4.0,Rendah,6735.472882415625,Sugar Baby
Semangka,Lhoksukon,5.22,26.9,2091.0,12.0,Rendah,6692.166862982599,Sugar Baby
Semangka,Tanah Luas,5.49,25.2,2200.0,239.0,Sedang,6589.066733734791,Sugar Baby
Semangka,Nibong,5.51,26.7,2127.0,17.0,Rendah,6657.875043215222,Sugar Baby
Semangka,Samudera,5.7,26.7,1999.0,7.0,Rendah,1269.349319014881,Sugar Baby
Semangka,Syamtalira Aron,5.64,26.7,2000.0,5.0,Rendah,2552.2023541894946,Sugar Baby
Semangka,Tanah Pasir,5.9,,1979.0,5.0,Rendah,0.0,Sugar Baby
Semangka,Lapang,6.05,27.1,2022.0,4.0,Rendah,1720.9210209773937,Sugar Baby
Semangka,Muara Batu,5.71,,1941.0,10.0,Sedang,0.0,Sugar Baby
Semangka,Dewantara,5.72,,1932.0,9.0,Sedang,0.0,Sugar Baby
Semangka,Sawang,5.42,25.0,2200.0,381.0,Tinggi,6126.960694028188,Amara F1
Semangka,Nisam,5.6,26.5,1947.0,31.0,Tinggi,6260.940264934119,Amara F1
Semangka,Nisam Antara,5.47,25.2,2181.0,459.0,Tinggi,6531.929958764356,Amara F1
Semangka,Banda Baro,5.62,26.4,1986.0,35.0,Tinggi,4782.049970056818,Amara F1
Semangka,Kuta Makmur,5.67,26.3,2061.0,141.0,Tinggi,6546.841915671623,Amara F1
Semangka,Simpang Keramat,5.59,26.1,2152.0,165.0,Tinggi,6529.369338072287,Amara F1
Semangka,Syamtalira Bayu,5.59,26.4,1951.0,20.0,Sedang,613.0438090018905,Amara F1
Semangka,Geureudong Pase,5.4,24.2,2267.0,477.0,Tinggi,6534.342143515329,Amara F1
Semangka,Meurah Mulia,5.54,26.6,2084.0,18.0,Sedang,6465.604140110678,Amara F1
Semangka,Matangkuli,5.45,26.7,2130.0,12.0,Sedang,6664.206495020433,Amara F1
Semangka,Paya Bakong,5.29,25.7,2263.0,81.0,Sedang,6609.990728501922,Amara F1
Semangka,Pirak Timu,5.15,26.3,2111.0,13.0,Sedang,6649.062535244791,Amara F1
Semangka,Cot Girek,5.17,25.6,2404.0,124.0,Sedang,6607.476077383149,Amara F1
Semangka,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,Rendah,6328.60527414451,Amara F1
Semangka,Langkahan,5.1,25.8,2429.0,71.0,Sedang,6647.226653775745,Amara F1
Semangka,Seunuddon,6.09,27.2,2056.0,4.0,Rendah,4279.258827435522,Amara F1
Semangka,Baktiya,5.37,27.0,2091.0,11.0,Rendah,6742.96132966782,Amara F1
Semangka,Baktiya Barat,5.77,27.1,2006.0,4.0,Rendah,6735.472882415625,Amara F1
Semangka,Lhoksukon,5.22,26.9,2091.0,12.0,Rendah,6692.166862982599,Amara F1
Semangka,Tanah Luas,5.49,25.2,2200.0,239.0,Sedang,6589.066733734791,Amara F1
Semangka,Nibong,5.51,26.7,2127.0,17.0,Rendah,6657.875043215222,Amara F1
Semangka,Samudera,5.7,26.7,1999.0,7.0,Rendah,1269.349319014881,Amara F1
Semangka,Syamtalira Aron,5.64,26.7,2000.0,5.0,Rendah,2552.2023541894946,Amara F1
Semangka,Tanah Pasir,5.9,,1979.0,5.0,Rendah,0.0,Amara F1
Semangka,Lapang,6.05,27.1,2022.0,4.0,Rendah,1720.9210209773937,Amara F1
Semangka,Muara Batu,5.71,,1941.0,10.0,Sedang,0.0,Amara F1
Semangka,Dewantara,5.72,,1932.0,9.0,Sedang,0.0,Amara F1
Bayam,Sawang,5.42,25.0,2200.0,381.0,Tinggi,6126.960694028188,Maestro
Bayam,Nisam,5.6,26.5,1947.0,31.0,Tinggi,6260.940264934119,Maestro
Bayam,Nisam Antara,5.47,25.2,2181.0,459.0,Tinggi,6531.929958764356,Maestro
Bayam,Banda Baro,5.62,26.4,1986.0,35.0,Tinggi,4782.049970056818,Maestro
Bayam,Kuta Makmur,5.67,26.3,2061.0,141.0,Tinggi,6546.841915671623,Maestro
Bayam,Simpang Keramat,5.59,26.1,2152.0,165.0,Tinggi,6529.369338072287,Maestro
Bayam,Syamtalira Bayu,5.59,26.4,1951.0,20.0,Sedang,613.0438090018905,Maestro
Bayam,Geureudong Pase,5.4,24.2,2267.0,477.0,Tinggi,6534.342143515329,Maestro
Bayam,Meurah Mulia,5.54,26.6,2084.0,18.0,Sedang,6465.604140110678,Maestro
Bayam,Matangkuli,5.45,26.7,2130.0,12.0,Sedang,6664.206495020433,Maestro
Bayam,Paya Bakong,5.29,25.7,2263.0,81.0,Sedang,6609.990728501922,Maestro
Bayam,Pirak Timu,5.15,26.3,2111.0,13.0,Sedang,6649.062535244791,Maestro
Bayam,Cot Girek,5.17,25.6,2404.0,124.0,Sedang,6607.476077383149,Maestro
Bayam,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,Rendah,6328.60527414451,Maestro
Bayam,Langkahan,5.1,25.8,2429.0,71.0,Sedang,6647.226653775745,Maestro
Bayam,Seunuddon,6.09,27.2,2056.0,4.0,Rendah,4279.258827435522,Maestro
Bayam,Baktiya,5.37,27.0,2091.0,11.0,Rendah,6742.96132966782,Maestro
Bayam,Baktiya Barat,5.77,27.1,2006.0,4.0,Rendah,6735.472882415625,Maestro
Bayam,Lhoksukon,5.22,26.9,2091.0,12.0,Rendah,6692.166862982599,Maestro
Bayam,Tanah Luas,5.49,25.2,2200.0,239.0,Sedang,6589.066733734791,Maestro
Bayam,Nibong,5.51,26.7,2127.0,17.0,Rendah,6657.875043215222,Maestro
Bayam,Samudera,5.7,26.7,1999.0,7.0,Rendah,1269.349319014881,Maestro
Bayam,Syamtalira Aron,5.64,26.7,2000.0,5.0,Rendah,2552.2023541894946,Maestro
Bayam,Tanah Pasir,5.9,,1979.0,5.0,Rendah,0.0,Maestro
Bayam,Lapang,6.05,27.1,2022.0,4.0,Rendah,1720.9210209773937,Maestro
Bayam,Muara Batu,5.71,,1941.0,10.0,Sedang,0.0,Maestro
Bayam,Dewantara,5.72,,1932.0,9.0,Sedang,0.0,Maestro
Bayam,Sawang,5.42,25.0,2200.0,381.0,Tinggi,6126.960694028188,Bangkok
Bayam,Nisam,5.6,26.5,1947.0,31.0,Tinggi,6260.940264934119,Bangkok
Bayam,Nisam Antara,5.47,25.2,2181.0,459.0,Tinggi,6531.929958764356,Bangkok
Bayam,Banda Baro,5.62,26.4,1986.0,35.0,Tinggi,4782.049970056818,Bangkok
Bayam,Kuta Makmur,5.67,26.3,2061.0,141.0,Tinggi,6546.841915671623,Bangkok
Bayam,Simpang Keramat,5.59,26.1,2152.0,165.0,Tinggi,6529.369338072287,Bangkok
Bayam,Syamtalira Bayu,5.59,26.4,1951.0,20.0,Sedang,613.0438090018905,Bangkok
Bayam,Geureudong Pase,5.4,24.2,2267.0,477.0,Tinggi,6534.342143515329,Bangkok
Bayam,Meurah Mulia,5.54,26.6,2084.0,18.0,Sedang,6465.604140110678,Bangkok
Bayam,Matangkuli,5.45,26.7,2130.0,12.0,Sedang,6664.206495020433,Bangkok
Bayam,Paya Bakong,5.29,25.7,2263.0,81.0,Sedang,6609.990728501922,Bangkok
Bayam,Pirak Timu,5.15,26.3,2111.0,13.0,Sedang,6649.062535244791,Bangkok
Bayam,Cot Girek,5.17,25.6,2404.0,124.0,Sedang,6607.476077383149,Bangkok
Bayam,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,Rendah,6328.60527414451,Bangkok
Bayam,Langkahan,5.1,25.8,2429.0,71.0,Sedang,6647.226653775745,Bangkok
Bayam,Seunuddon,6.09,27.2,2056.0,4.0,Rendah,4279.258827435522,Bangkok
Bayam,Baktiya,5.37,27.0,2091.0,11.0,Rendah,6742.96132966782,Bangkok
Bayam,Baktiya Barat,5.77,27.1,2006.0,4.0,Rendah,6735.472882415625,Bangkok
Bayam,Lhoksukon,5.22,26.9,2091.0,12.0,Rendah,6692.166862982599,Bangkok
Bayam,Tanah Luas,5.49,25.2,2200.0,239.0,Sedang,6589.066733734791,Bangkok
Bayam,Nibong,5.51,26.7,2127.0,17.0,Rendah,6657.875043215222,Bangkok
Bayam,Samudera,5.7,26.7,1999.0,7.0,Rendah,1269.349319014881,Bangkok
Bayam,Syamtalira Aron,5.64,26.7,2000.0,5.0,Rendah,2552.2023541894946,Bangkok
Bayam,Tanah Pasir,5.9,,1979.0,5.0,Rendah,0.0,Bangkok
Bayam,Lapang,6.05,27.1,2022.0,4.0,Rendah,1720.9210209773937,Bangkok
Bayam,Muara Batu,5.71,,1941.0,10.0,Sedang,0.0,Bangkok
Bayam,Dewantara,5.72,,1932.0,9.0,Sedang,0.0,Bangkok
Bayam,Sawang,5.42,25.0,2200.0,381.0,Tinggi,6126.960694028188,Cempaka
Bayam,Nisam,5.6,26.5,1947.0,31.0,Tinggi,6260.940264934119,Cempaka
Bayam,Nisam Antara,5.47,25.2,2181.0,459.0,Tinggi,6531.929958764356,Cempaka
Bayam,Banda Baro,5.62,26.4,1986.0,35.0,Tinggi,4782.049970056818,Cempaka
Bayam,Kuta Makmur,5.67,26.3,2061.0,141.0,Tinggi,6546.841915671623,Cempaka
Bayam,Simpang Keramat,5.59,26.1,2152.0,165.0,Tinggi,6529.369338072287,Cempaka
Bayam,Syamtalira Bayu,5.59,26.4,1951.0,20.0,Sedang,613.0438090018905,Cempaka
Bayam,Geureudong Pase,5.4,24.2,2267.0,477.0,Tinggi,6534.342143515329,Cempaka
Bayam,Meurah Mulia,5.54,26.6,2084.0,18.0,Sedang,6465.604140110678,Cempaka
Bayam,Matangkuli,5.45,26.7,2130.0,12.0,Sedang,6664.206495020433,Cempaka
Bayam,Paya Bakong,5.29,25.7,2263.0,81.0,Sedang,6609.990728501922,Cempaka
Bayam,Pirak Timu,5.15,26.3,2111.0,13.0,Sedang,6649.062535244791,Cempaka
Bayam,Cot Girek,5.17,25.6,2404.0,124.0,Sedang,6607.476077383149,Cempaka
Bayam,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,Rendah,6328.60527414451,Cempaka
Bayam,Langkahan,5.1,25.8,2429.0,71.0,Sedang,6647.226653775745,Cempaka
Bayam,Seunuddon,6.09,27.2,2056.0,4.0,Rendah,4279.258827435522,Cempaka
Bayam,Baktiya,5.37,27.0,2091.0,11.0,Rendah,6742.96132966782,Cempaka
Bayam,Baktiya Barat,5.77,27.1,2006.0,4.0,Rendah,6735.472882415625,Cempaka
Bayam,Lhoksukon,5.22,26.9,2091.0,12.0,Rendah,6692.166862982599,Cempaka
Bayam,Tanah Luas,5.49,25.2,2200.0,239.0,Sedang,6589.066733734791,Cempaka
Bayam,Nibong,5.51,26.7,2127.0,17.0,Rendah,6657.875043215222,Cempaka
Bayam,Samudera,5.7,26.7,1999.0,7.0,Rendah,1269.349319014881,Cempaka
Bayam,Syamtalira Aron,5.64,26.7,2000.0,5.0,Rendah,2552.2023541894946,Cempaka
Bayam,Tanah Pasir,5.9,,1979.0,5.0,Rendah,0.0,Cempaka
Bayam,Lapang,6.05,27.1,2022.0,4.0,Rendah,1720.9210209773937,Cempaka
Bayam,Muara Batu,5.71,,1941.0,10.0,Sedang,0.0,Cempaka
Bayam,Dewantara,5.72,,1932.0,9.0,Sedang,0.0,Cempaka
